,,Express Late OB,"Overall
Late OB        ",OB Time (hr),"B2C
Target
Gross","B2C
Order 
Proj.","B2C
Proj.
Net","排班
proj.","Actual 
Net Order","Actual
Order
Gap","Actual
Piece
Gap"
2021-01-04 00:00:00,Mon,0.017,0.006,3.4,,8213,6981.05,6632,7857,0.1847104946,0.5873793727
2021-01-05 00:00:00,Tue,0.045,0.016,3.9,,9310,7913.5,7518,7697,0.02380952381,0.2834013183
2021-01-06 00:00:00,Wed,0.017,0.003,2.7,,12089,10275.65,9762,8316,-0.1481253841,0.02275831455
2021-01-07 00:00:00,Thu,,,3.7,,8049,6841.65,6500,6925,0.06538461538,0.3612820513
2021-01-08 00:00:00,Fri,0.054,0.005,4.2,,8818,7495.3,6313,8028,0.2716616506,0.4042012074
2021-01-09 00:00:00,Sat,0.057,0.053,3.5,,9420,8007,7607,7885,0.03654528724,0.2481194222
2021-01-10 00:00:00,Sun,0.042,0.016,4,,10206,8675.1,8484,7888,-0.07024988213,0.0698569857
2021-01-11 00:00:00,Mon,0,0.023,17.4,,43785,37217.25,33890,27679,-0.183269401,-0.1450526212
2021-01-12 00:00:00,Tue,0.036,0.25,21.2,,9271,7880.35,9624,9219,-0.04208229426,0.1912926018
2021-01-13 00:00:00,Wed,0.83,0.974,14.9,,10755,9141.75,10339,8449,-0.182802979,-0.0158085351
2021-01-14 00:00:00,Thu,,,12.8,,9930,8440.5,5787,6982,0.2064973216,0.5097536624
2021-01-15 00:00:00,Fri,,,13.3,,8860,7531,5137,6947,0.3523457271,0.6460644994
2021-01-16 00:00:00,Sat,,,13.8,,10065,8555.25,7478,9130,0.2209146831,0.4057160263
2021-01-17 00:00:00,Sun,,,14.4,,13015,11062.75,12030,10626,-0.1167082294,0.01189156738
2021-01-18 00:00:00,Mon,0.781,0.114,11.1,,9995,8495.75,8388,9875,0.1772770625,0.4699570815
2021-01-19 00:00:00,Tue,0.872,0.346,13,,10306,8760.1,9624,10667,0.1083748961,0.1968631662
2021-01-20 00:00:00,Wed,,,12.2,,9279,7887.15,9299,10570,0.1366813636,0.1622814879
2021-01-21 00:00:00,Thu,,,5.5,,11205,9524.25,6893,10591,0.5364862904,0.6014233441
2021-01-22 00:00:00,Fri,,,4.2,,9581,8143.85,5397,8807,0.6318324995,0.5761842999
2021-01-23 00:00:00,Sat,,,4.2,,10872,9241.2,7023,8702,0.2390716218,0.2124843767
2021-01-24 00:00:00,Sun,,,3.6,,13303,11307.55,12030,10645,-0.1151288446,-0.06555370832
2021-01-25 00:00:00,Mon,0.107,0.004,4.3,,9969,8473.65,8713,11356,0.303339837,0.3294948799
2021-01-26 00:00:00,Tue,0.242,0.016,4.1,,10208,8676.8,9624,9968,0.0357439734,0.06562297959
2021-01-27 00:00:00,Wed,0.056,0.008,3.9,,11317,9619.45,7738,9524,0.2308089946,0.2906722955
2021-01-28 00:00:00,Thu,0.053,0.011,3.7,,10202,8671.7,5787,10144,0.7528944185,0.555161953
2021-01-29 00:00:00,Fri,0.075,0.006,3.8,,11048,9390.8,4877,9258,0.8982981341,0.7732895906
2021-01-30 00:00:00,Sat,0.066,0.024,3.5,,11285,9592.25,6568,9691,0.4754872107,0.3847019218
2021-01-31 00:00:00,Sun,0.037,0.002,2.9,,14002,11901.7,12030,11918,-0.009310058188,-0.1199316524
AVG,,0.1691904762,0.09104761905,7.225806452,#DIV/0!,11240.69799,9554.593292,8727.612903,9522.16129,0.1634811068,0.2793142748
M-1,,0.278,0.1703870968,5.841935484,#DIV/0!,10820.32767,9197.27852,8872.258065,8801.225806,0.03175651254,0.1173406534
Change%,,-0.1088095238,-0.07933947773,0.2368856985,#DIV/0!,0.03885005459,0.03885005459,-0.01630308319,0.08191307662,0.1317245942,0.1619736214
2021-02-01 00:00:00,Mon,0.192,0.004,4.3,,11863,10083.55,9579,10020,0.04603820858,0.2188669293
2021-02-02 00:00:00,Tue,0.563,0.024,9.3,,39598,33658.3,31975,33581,0.05022673964,-0.002946380807
2021-02-03 00:00:00,Wed,0.998,0.288,11.2,,11062,9402.7,8933,9908,0.1091458637,0.2150394457
2021-02-04 00:00:00,Thu,0.907,0.231,9.3,,9676,8224.6,7813,8370,0.07129143735,0.1514210459
2021-02-05 00:00:00,Fri,0.635,0.144,8.8,,10555,8971.75,8523,8587,0.007509093042,0.06473505129
2021-02-06 00:00:00,Sat,0.674,0.154,12.1,,10702,9096.7,8642,11141,0.2891691738,0.2638399981
2021-02-07 00:00:00,Sun,0.996,0.271,12.9,,13301,11305.85,10741,11354,0.05707103622,0.06159869462
2021-02-08 00:00:00,Mon,1,0.222,12.2,,13009,11057.65,9104,9388,0.03119507909,-0.01171260753
2021-02-09 00:00:00,Tue,0.579,0.174,6,,14254,12115.9,10339,7406,-0.2836831415,-0.3166905076
2021-02-10 00:00:00,Wed,0.037,0.001,4.7,,9024,7670.4,6242,7809,0.2510413329,0.1598846524
2021-02-11 00:00:00,Thu,0,-,6.5,,7727,6567.95,5072,7013,0.3826892744,0.2243172007
2021-02-12 00:00:00,Fri,0,-,9.4,,7545,6413.25,4942,6832,0.3824362606,0.3343202198
2021-02-13 00:00:00,Sat,0,-,9.3,,8810,7488.5,5852,7645,0.3063909774,0.2737885383
2021-02-14 00:00:00,Sun,0,-,7.7,,9686,8233.1,6437,6811,0.05810160012,0.04482310328
2021-02-15 00:00:00,Mon,0.172,0.14,8.2,,10002,8501.7,6633,7696,0.1602593095,0.1178160236
2021-02-16 00:00:00,Tue,0.834,0.086,8.3,,10994,9344.9,9191,10821,0.1773474051,0.09119905629
2021-02-17 00:00:00,Wed,0.708,0.018,9.2,,11167,9491.95,9017,10267,0.1386270378,0.04116201561
2021-02-18 00:00:00,Thu,0.2,0.029,7.2,,9049,7691.65,7307,8790,0.2029560695,0.1933402001
2021-02-19 00:00:00,Fri,0.141,0.017,6.4,,8153,6930.05,6584,7210,0.09507897934,0.184690158
2021-02-20 00:00:00,Sat,0.097,0.008,6.1,,10812,9190.2,8731,9085,0.04054518383,0.04636232662
2021-02-21 00:00:00,Sun,0.449,0.012,7.6,,11037,9381.45,8912,8170,-0.08325852783,-0.09958778229
2021-02-22 00:00:00,Mon,0.175,0.045,,,13213,11231.05,10669,10804,0.01265348205,0.08792813414
2021-02-23 00:00:00,Tue,0.517,0.236,,,17170,14594.5,13865,11575,-0.1651640822,-0.1177520071
2021-02-24 00:00:00,Wed,0.227,0.696,,,14904,12668.4,12035,11066,-0.0805151641,-0.0743008331
2021-02-25 00:00:00,Thu,0.074,0.137,,,9501,8075.85,7672,8436,0.09958289885,0.1661338565
2021-02-26 00:00:00,Fri,0.556,0.597,,,9413,8001.05,7601,7379,-0.02920668333,0.04619198305
2021-02-27 00:00:00,Sat,0.102,0.011,,,10820,9197,8737,8328,-0.046812407,0.003114401547
2021-02-28 00:00:00,Sun,0.086,0.424,,,10777,9160.45,8702,8723,0.002413238336,0.05595809796
AVG,,0.3899642857,0.165375,8.414285714,#DIV/0!,11922.28571,10133.94286,9280.357143,9793.392857,0.08154034554,0.08655503622
M-1,,0.1691904762,0.09104761905,7.225806452,#DIV/0!,11240.69799,9554.593292,8727.612903,9522.16129,0.1634811068,0.2793142748
Change%,,0.2207738095,0.07432738095,0.1644770408,#DIV/0!,0.06063571176,0.06063571176,0.06333280884,0.02848424413,-0.08194076121,-0.1927592386
2021-03-01 00:00:00,Mon,0.036,0.409,,,12543,10661.55,10328,8499,-0.177091402,-0.180229922
2021-03-02 00:00:00,Tue,0.088,0.79,,,12773,10857.05,10404,10446,0.004036908881,0.009578867415
2021-03-03 00:00:00,Wed,0.227,0.167,,,44410,37748.5,34731,40022,0.1523422879,-0.0533234174
2021-03-04 00:00:00,Thu,1,0.449,,,10620,9027,8186,7668,-0.06327876863,-0.05740318092
2021-03-05 00:00:00,Fri,0.461,0.043,,,9905,8419.25,7268,7023,-0.03370941112,-0.05318334967
2021-03-06 00:00:00,Sat,0.054,0.653,,,11063,9403.55,8415,8234,-0.02150920974,-0.02482500761
2021-03-07 00:00:00,Sun,0.326,0.578,,,11355,9651.75,8645,8055,-0.06824754193,-0.05319584139
2021-03-08 00:00:00,Mon,0.802,0.62,,,12479,10607.15,9716,9624,-0.00946891725,-0.01826506944
2021-03-09 00:00:00,Tue,0.298,0.464,,,12301,10455.85,9792,8078,-0.1750408497,-0.1164265503
2021-03-10 00:00:00,Wed,0.348,0.477,,,11644,9897.4,8874,8053,-0.09251746676,-0.06473831473
2021-03-11 00:00:00,Thu,0.249,0.763,,,10099,8584.15,7727,7830,0.01332988223,0.04262216428
2021-03-12 00:00:00,Fri,0,0.001,,,9507,8080.95,7880,7881,0.0001269035533,0.1033799678
2021-03-13 00:00:00,Sat,0.297,0.29,,,12013,10211.05,9180,8463,-0.07810457516,-0.02128168341
2021-03-14 00:00:00,Sun,0.141,0.105,,,12448,10580.8,9945,10305,0.03619909502,0.01207862757
2021-03-15 00:00:00,Mon,0.119,0.328,,,12378,10521.3,9333,8833,-0.05357334191,-0.05797158261
2021-03-16 00:00:00,Tue,0.119,0.328,,,12540,10659,9869,8579,-0.1307123315,-0.08839949682
2021-03-17 00:00:00,Wed,0.123,0.252,,,12194,10364.9,8874,8392,-0.05431597927,-0.0009454861283
2021-03-18 00:00:00,Thu,0.443,0.392,,,26359,22405.15,7803,22756,1.916314238,1.604532966
2021-03-19 00:00:00,Fri,0.999,0.324,,,12988,11039.8,7803,10746,0.3771626298,0.1621233859
2021-03-20 00:00:00,Sat,0.452,0.249,,,14945,12703.25,9104,10122,0.1118189807,-0.01619229285
2021-03-21 00:00:00,Sun,0.189,0.555,,,12096,10281.6,9180,9554,0.04074074074,-0.05180934162
2021-03-22 00:00:00,Mon,0.213,0.714,,,15885,13502.25,11628,11632,0.000343997248,-0.009875238071
2021-03-23 00:00:00,Tue,0.38,0.829,,,15041,12784.85,11475,11302,-0.01507625272,-0.1153196238
2021-03-24 00:00:00,Wed,0.145,0.594,,,33362,28357.7,24404,21124,-0.134404196,-0.3582119684
2021-03-25 00:00:00,Thu,,,,,10055,8546.75,8186,6984,-0.1468360616,-0.1258126605
2021-03-26 00:00:00,Fri,,,,,10131,8611.35,7191,6278,-0.1269642609,-0.1535150646
2021-03-27 00:00:00,Sat,,,,,10694,9089.9,8186,8128,-0.00708526753,-0.007019718377
2021-03-28 00:00:00,Sun,0,0.397,,,11054,9395.9,8645,7463,-0.1367264315,-0.1325593534
2021-03-29 00:00:00,Mon,0,0.333,,,12165,10340.25,9333,11069,0.1860066431,0.4489628985
2021-03-30 00:00:00,Tue,0,0.413,,,11913,10126.05,9792,8042,-0.1787173203,-0.1982006217
2021-03-31 00:00:00,Wed,0,0.452,,,11908,10121.8,8874,8488,-0.04349785891,-0.1348801926
AVG,,0.2681785714,0.4274642857,0,#DIV/0!,14210.83333,12033.47742,10347.45161,10634.6129,0.1479128952,0.1444149631
M-1,,0.3899642857,0.165375,8.414285714,#DIV/0!,11922.28571,10133.94286,9280.357143,9793.392857,0.08154034554,0.08655503622
Change%,,-0.1217857143,0.2620892857,-1,#DIV/0!,0.1919554416,0.1874427939,0.114984203,0.08589669161,0.06637254967,0.05785992686
2021-04-01 00:00:00,Thu,0,0.598,,,10767,9151.95,7650,7513,-0.01790849673,-0.03175514108
2021-04-02 00:00:00,Fri,0,0.46,,,10133,8613.05,7038,7287,0.03537936914,0.008185529426
2021-04-03 00:00:00,Sat,0,0.253,,,11823,10049.55,8797.5,7662,-0.1290707587,-0.1467088072
2021-04-04 00:00:00,Sun,0,0.017,,,52686,44783.1,40621.5,40103,-0.01276417661,-0.2271123996
2021-04-05 00:00:00,Mon,0,0.361,,,11458,9739.3,8644.5,9579,0.1081034184,0.0428737291
2021-04-06 00:00:00,Tue,0,0.432,,,12989,11040.65,10557,9308,-0.118310126,-0.192213235
2021-04-07 00:00:00,Wed,0,0.747,,,12834,10908.9,10327.5,9529,-0.07731784072,-0.1846065737
2021-04-08 00:00:00,Thu,0,0.343,,,10866,9236.1,8338.5,6931,-0.1687953469,-0.1425023802
2021-04-09 00:00:00,Fri,0,0.165,,,10554,8970.9,8032.5,6445,-0.1976346094,-0.08511914251
2021-04-10 00:00:00,Sat,0,0.015,,,11745,9983.25,9715.5,7276,-0.2510936133,-0.1650756711
2021-04-11 00:00:00,Sun,0,0.39,,,11108,9441.8,8721,7790,-0.1067538126,-0.0561890139
2021-04-12 00:00:00,Mon,0,0.1901,,,13164,11189.4,10633.5,9133,-0.1411106409,-0.1221484792
2021-04-13 00:00:00,Tue,0,0.012,,,10954,9310.9,10480.5,7517,-0.2827632269,-0.2591118698
2021-04-14 00:00:00,Wed,0,0.008,,,11446,9729.1,8721,7671,-0.1203990368,-0.1425519002
2021-04-15 00:00:00,Thu,0,0.006,,,10366,8811.1,8415,6015,-0.2852049911,-0.2836833181
2021-04-16 00:00:00,Fri,0,0.002,,,10160,8636,7726.5,6037,-0.2186630428,-0.2401822679
2021-04-17 00:00:00,Sat,0,0,,,12154,10330.9,9562.5,6135,-0.3584313725,-0.3574748924
2021-04-18 00:00:00,Sun,0,0.014,,,31844,27067.4,22414.5,26271,0.1720538045,0.1290818389
2021-04-19 00:00:00,Mon,0,0.223,,,13272,11281.2,10557,8945,-0.1526948944,-0.09439350148
2021-04-20 00:00:00,Tue,,0.793,,,12597,10707.45,10404,8415,,-0.184178693
2021-04-21 00:00:00,Wed,,0.492,,,12677,10775.45,10327.5,8054,,-0.2197719799
2021-04-22 00:00:00,Thu,,0.186,,,10231,8696.35,8415,7067,,-0.2089039607
2021-04-23 00:00:00,Fri,,0.001,,,10614,9021.9,7726.5,7439,,-0.153215178
2021-04-24 00:00:00,Sat,,0,,,14477,12305.45,11781,8548,,-0.3621395343
2021-04-25 00:00:00,Sun,,0,,,11527,9797.95,8721,8360,,-0.0373390834
2021-04-26 00:00:00,Mon,,0.046,,,12710,10803.5,10633.5,9366,,-0.1542834599
2021-04-27 00:00:00,Tue,,0.005,,,11939,10148.15,10404,7127,,-0.3638234825
2021-04-28 00:00:00,Wed,,0.003,,,12582,10694.7,10327.5,8763,,-0.0545961233
2021-04-29 00:00:00,Thu,,0.008,,,10210,8678.5,8262,8081,,-0.05240566567
2021-04-30 00:00:00,Fri,,0.026,,,9445,8028.25,7650,6891,,-0.04893990116
AVG,,0,0.1932033333,#DIV/0!,#DIV/0!,13644.4,11597.74,10720.2,9508.6,0.09744597187,0.1583522251
M-1,,0,0.4274642857,0,#DIV/0!,14210.83333,12033.47742,10347.45161,10634.6129,0.1479128952,0.1444149631
Change%,,0,-0.2342609524,#DIV/0!,#DIV/0!,-0.0398592623,-0.03621043229,0.03602320659,-0.105881889,-0.05046692334,0.01393726201
2021-05-01 00:00:00,Sat,,0.001,,,10015,8512.75,8262,6701,,-0.08662049583
2021-05-02 00:00:00,Sun,,0.002,,,10682,9079.7,8721,6372,,-0.2084986897
2021-05-03 00:00:00,Mon,,0,,,12713,10806.05,12240,8006,,-0.2726765503
2021-05-04 00:00:00,Tue,,,,,12048,10240.8,10940,7770,,-0.1896597851
2021-05-05 00:00:00,Wed,,,,,85928,73038.8,66285,37797,,-0.4893079956
2021-05-06 00:00:00,Thu,,,,,10274,8732.9,7956,7581,,0.01301058259
2021-05-07 00:00:00,Fri,,0.586,,,9030,7675.5,7038,6254,,-0.001725822885
2021-05-08 00:00:00,Sat,,0.066,,,10991,9342.35,9027,6409,,-0.2259535756
2021-05-09 00:00:00,Sun,,0.029,,,9993,8494.05,7650,6641,,-0.0808544556
2021-05-10 00:00:00,Mon,,,,,12435,10569.75,11705,8274,,-0.2573738552
2021-05-11 00:00:00,Tue,,,,,11974,10177.9,10481,9016,,-0.1411404144
2021-05-12 00:00:00,Wed,,,,,11577,9840.45,9639,12910,,0.8655917652
2021-05-13 00:00:00,Thu,,,,,9887,8403.95,7956,8343,,0.5353345841
2021-05-14 00:00:00,Fri,,,,,9077,7715.45,7038,7590,,0.5426014874
2021-05-15 00:00:00,Sat,,,,,11007,9355.95,9257,13732,,1.964981016
2021-05-16 00:00:00,Sun,,,,,10261,8721.85,7650,7558,,0.493543759
2021-05-17 00:00:00,Mon,,,,,12249,10411.65,12011,8883,,0.1866764409
2021-05-18 00:00:00,Tue,,,,,38912,33075.2,46553,36302,,-0.5006006791
2021-05-19 00:00:00,Wed,,,,,11328,9628.8,9639,8889,,0.01037705055
2021-05-20 00:00:00,Thu,,,,,9507,8080.95,7956,4337,,-0.3722485867
2021-05-21 00:00:00,Fri,,,,,9221,7837.85,7191,3486,,-0.4009110304
2021-05-22 00:00:00,Sat,,,,,10377,8820.45,9180,3832,,-0.5098304905
2021-05-23 00:00:00,Sun,,,,,10157,8633.45,7880,4205,,-0.443233874
2021-05-24 00:00:00,Mon,,,,,13083,11120.55,15683,3851,,-0.728990378
2021-05-25 00:00:00,Tue,,,,,11252,9564.2,10481,4100,,-0.5550368728
2021-05-26 00:00:00,Wed,,,,,11414,9701.9,9639,2334,,-0.7902575664
2021-05-27 00:00:00,Thu,,,,,10018,8515.3,7956,1121,,-0.8998148353
2021-05-28 00:00:00,Fri,,,,,8828,7503.8,7038,835,,-0.9168624679
2021-05-29 00:00:00,Sat,,,,,10179,8652.15,9257,903,,-0.9188484917
2021-05-30 00:00:00,Sun,,,,,10297,8752.45,8721,1158,,-0.8792653561
2021-05-31 00:00:00,Mon,,,,,12059,10250.15,11628,1364,,-0.8947871832
AVG,,#DIV/0!,0.114,0,#DIV/0!,14089.45161,11976.03387,12343.80645,7953.354839,0,0.4960198754
M-1,,0,0.159,0,#DIV/0!,14338.84839,12188.02113,12600.62688,8047.811828,0,0.5192505609
Change%,,#DIV/0!,-0.045,#DIV/0!,#DIV/0!,-0.01739308259,-0.01739308259,-0.02038155978,-0.01173697786,0,-0.02323068551
2021-06-01 00:00:00,Tue,,,,,7769,6603.65,7769,2397,,-0.7288472949
2021-06-02 00:00:00,Wed,,,,,5719,4861.15,5719,2046,,-0.6073848831
2021-06-03 00:00:00,Thu,,,,,5348,4545.8,5348,2344,,-0.4377200503
2021-06-04 00:00:00,Fri,,,,,7866,6686.1,7866,4026,,-0.2681376471
2021-06-05 00:00:00,Sat,,,,,7863,6683.55,7863,3777,,-0.2003300422
2021-06-06 00:00:00,Sun,,,,,21023,17869.55,21023,13020,,-0.3760260249
2021-06-07 00:00:00,Mon,,,,,7572,6436.2,7572,3343,,-0.3207323515
2021-06-08 00:00:00,Tue,,,,,8029,6824.65,8029,3894,,-0.2775274994
2021-06-09 00:00:00,Wed,,,,,8005,6804.25,8005,4678,,-0.1240230953
2021-06-10 00:00:00,Thu,,,,,7545,6413.25,7545,4027,,-0.1833389904
2021-06-11 00:00:00,Fri,,,,,8073,6862.05,8073,3709,,-0.2617970773
2021-06-12 00:00:00,Sat,,,,,8540,7259,8540,4513,,-0.1802707488
2021-06-13 00:00:00,Sun,,,,,8059,6850.15,8069,4492,,-0.1646439701
2021-06-14 00:00:00,Mon,,,,,9500,8075,9500,5261,,-0.1691655969
2021-06-15 00:00:00,Tue,,,,,8700,7395,9500,4548,,-0.2907573813
2021-06-16 00:00:00,Wed,,,,,9950,8457.5,9500,8069,,-0.03098844673
2021-06-17 00:00:00,Thu,,,,,9500,8075,9500,4641,,-0.3377150193
2021-06-18 00:00:00,Fri,,,,,62867,53436.95,31500,40764,,0.2347502904
2021-06-19 00:00:00,Sat,,,,,7500,6375,7500,1324,,-0.6202926829
2021-06-20 00:00:00,Sun,,,,,6500,5525,7500,494,,-0.8885528455
2021-06-21 00:00:00,Mon,,,,,4300,3655,7500,1475,,-0.7970081301
2021-06-22 00:00:00,Tue,,,,,4300,3655,7500,2248,,-0.5581138211
2021-06-23 00:00:00,Wed,,,,,6500,5525,7500,3095,,-0.3484552846
2021-06-24 00:00:00,Thu,,,,,6300,5355,7500,3024,,-0.4156747967
2021-06-25 00:00:00,Fri,,,,,6500,5525,7500,3790,,-0.3203252033
2021-06-26 00:00:00,Sat,,,,,7500,6375,7500,5592,,0.07622764228
2021-06-27 00:00:00,Sun,,,,,7500,6375,7500,5349,,0.05954471545
2021-06-28 00:00:00,Mon,,,,,7500,6375,7500,5911,,0.2187317073
2021-06-29 00:00:00,Tue,,,,,7500,6375,7500,5163,,0.06009756098
2021-06-30 00:00:00,Wed,,,,,7500,6375,7500,3985,,-0.2584715447
AVG,,#DIV/0!,,0,#DIV/0!,9710.933333,8254.293333,9030.7,5366.633333,0,0.3271884115
M-1,,#DIV/0!,,0,#DIV/0!,14089.451612903225,11976.033870967745,12343.806451612903,7953.354838709677,0,0.4960198754253008
Change%,,#DIV/0!,0,#DIV/0!,#DIV/0!,-0.310765699,-0.310765699,-0.2684023332,-0.325236527,0,-0.1688314639
2021-07-01 00:00:00,Thu,,,,,7069,6008.65,4797,5062,,0.4500933002
2021-07-02 00:00:00,Fri,,,,,7646,6499.1,4544,4801,,0.441192889
2021-07-03 00:00:00,Sat,,,,,8788,7469.8,5297,5582,,0.4074694834
2021-07-04 00:00:00,Sun,,,,,8607,7315.95,5366,5663,,0.4629146478
2021-07-05 00:00:00,Mon,,,,,10228,8693.8,6184,6538,,0.4096961474
2021-07-06 00:00:00,Tue,,,,,8936,7595.6,6938,7154,,0.1831975195
2021-07-07 00:00:00,Wed,,,,,37499,31874.15,31113,29323,,0.06670178649
2021-07-08 00:00:00,Thu,,,,,6614,5621.9,5202,6126,,0.5030335424
2021-07-09 00:00:00,Fri,,,,,6872,5841.2,5402,5151,,0.2442997625
2021-07-10 00:00:00,Sat,,,,,8514,7236.9,6640,5668,,0.1252571261
2021-07-11 00:00:00,Sun,,,,,7833,6658.05,6127,5891,,0.2867475827
2021-07-12 00:00:00,Mon,,,,,8353,7100.05,6582,5375,,0.1074919774
2021-07-13 00:00:00,Tue,,,,,7759,6595.15,6142,4881,,0.09196178253
2021-07-14 00:00:00,Wed,,,,,8963,7618.55,6964,5268,,0.00751600566
2021-07-15 00:00:00,Thu,,,,,7314,6216.9,5682,4643,,0.08906173539
2021-07-16 00:00:00,Fri,,,,,7572,6436.2,5882,5432,,0.120823347
2021-07-17 00:00:00,Sat,,,,,8714,7406.9,6800,4931,,0.006850789096
2021-07-18 00:00:00,Sun,,,,,26249,22311.65,20995,20235,,0.1326390139
2021-07-19 00:00:00,Mon,,,,,9303,7907.55,7526,5760,,-0.04730268403
2021-07-20 00:00:00,Tue,,,,,8767,7451.95,7123,4809,,-0.1296487161
2021-07-21 00:00:00,Wed,,,,,12542,10660.7,10403,8126,,-0.2441204812
2021-07-22 00:00:00,Thu,,,,,12014,10211.9,9998,7290,,-0.3263530755
2021-07-23 00:00:00,Fri,,,,,7072,6011.2,5562,4299,,0.03266065023
2021-07-24 00:00:00,Sat,,,,,8214,6981.9,6480,4960,,0.01524390244
2021-07-25 00:00:00,Sun,,,,,15066,12806.1,12367,11413,,0.06337282343
2021-07-26 00:00:00,Mon,,,,,9400,7990,7606,4987,,-0.1439684973
2021-07-27 00:00:00,Tue,,,,,8806,7485.1,7155,4821,,-0.1035434883
2021-07-28 00:00:00,Wed,,,,,10260,8721,8284,5854,,-0.09993993711
2021-07-29 00:00:00,Thu,,,,,7764,6599.4,6122,5369,,0.02433446745
2021-07-30 00:00:00,Fri,,,,,7272,6181.2,5722,4190,,-0.1188054663
2021-07-31 00:00:00,Sat,,,,,8414,7151.9,6640,4527,,-0.08290478989
AVG,,#DIV/0!,,0,#DIV/0!,10271.74194,8730.980645,7988.548387,6907.387097,0,0.1796499167
M-1,,,,0,#DIV/0!,9710.933333333332,8254.293333333333,9030.7,5366.633333333333,0,0.3271884114995952
Change%,,#DIV/0!,0,#DIV/0!,#DIV/0!,0.05775022677,0.05775022677,-0.1154009781,0.2870987578,0,-0.1475384948
2021-08-01 00:00:00,Sun,,,,,5998,5278.24,29989,4375,,-0.1266494684
2021-08-02 00:00:00,Mon,,,,,6935,6102.8,34675,5840,,0.08612440191
2021-08-03 00:00:00,Tue,,,,,5515,4853.2,30333,4563,,-0.06455015989
2021-08-04 00:00:00,Wed,,,,,5609,4935.92,30848,5280,,0.05447384242
2021-08-05 00:00:00,Thu,,,,,5141,4524.08,28276,5668,,0.03705841125
2021-08-06 00:00:00,Fri,,,,,5092,4480.96,28006,4247,,-0.003379146027
2021-08-07 00:00:00,Sat,,,,,6076,5346.88,33420,5427,,0.01796692237
2021-08-08 00:00:00,Sun,,,,,34097,30005.36,136386,23652,,-0.05866271265
2021-08-09 00:00:00,Mon,,,,,7876,6930.88,35443,7900,,0.4459195687
2021-08-10 00:00:00,Tue,,,,,11779,10365.52,53006,7297,,-0.1504606683
2021-08-11 00:00:00,Wed,,,,,11070,9741.6,49816,8520,,0.04468535118
2021-08-12 00:00:00,Thu,,,,,5501,4840.88,27504,4565,,0.1160773309
2021-08-13 00:00:00,Fri,,,,,4686,4123.68,25771,4382,,0.05302471771
2021-08-14 00:00:00,Sat,,,,,5614,4940.32,30878,4461,,-0.04238233753
2021-08-15 00:00:00,Sun,,,,,5740,5051.2,31570,4815,,-0.02413827857
2021-08-16 00:00:00,Mon,,,,,6168,5427.84,33925,5702,,0.0349366919
2021-08-17 00:00:00,Tue,,,,,5708,5023.04,31395,7209,,0.06266921484
2021-08-18 00:00:00,Wed,,,,,26972,23735.36,107887,18259,,-0.10276493
2021-08-19 00:00:00,Thu,,,,,4951,4356.88,27230,5888,,0.1161653257
2021-08-20 00:00:00,Fri,,,,,5298,4662.24,29142,4751,,-0.07303423363
2021-08-21 00:00:00,Sat,,,,,5732,5044.16,31529,4326,,-0.2149363213
2021-08-22 00:00:00,Sun,,,,,5740,5051.2,31570,4840,,-0.1428499438
2021-08-23 00:00:00,Mon,,,,,6168,5427.84,33925,5529,,-0.08702351444
2021-08-24 00:00:00,Tue,,,,,5876,5170.88,32318,5265,,-0.08979797355
2021-08-25 00:00:00,Wed,,,,,15803,13906.64,63212,13730,,0.1169484505
2021-08-26 00:00:00,Thu,,,,,4951,4356.88,27230,6723,,0.2373969218
2021-08-27 00:00:00,Fri,,,,,4879,4293.52,26833,5027,,-0.07597666374
2021-08-28 00:00:00,Sat,,,,,5900,5192,32452,4758,,-0.2557189359
2021-08-29 00:00:00,Sun,,,,,5740,5051.2,31570,5849,,-0.05646183085
2021-08-30 00:00:00,Mon,,,,,6168,5427.84,33925,5527,,-0.1685201313
2021-08-31 00:00:00,Tue,,,,,5876,5170.88,32318,5606,,-0.1149036
AVG,,#DIV/0!,,0,#DIV/0!,8021.258065,7058.707097,39109.09677,6812.5,0,-0.01383108706
M-1,,,,0,#DIV/0!,10271.741935483871,8730.980645161291,7988.548387096775,6907.387096774193,0,0.17964991669862423
Change%,,#DIV/0!,0,#DIV/0!,#DIV/0!,-0.2190946662,-0.1915333015,3.895644976,-0.01373704636,0,-0.1934810038
2021-09-01 00:00:00,Wed,,,,,20448,17994.24,81791,9776,,-0.4306580742
2021-09-02 00:00:00,Thu,,,,,5749,5059.12,24029,5075,,0.07545238897
2021-09-03 00:00:00,Fri,,,,,5643,4965.84,24830,4199,,-0.09022260462
2021-09-04 00:00:00,Sat,,,,,6509,5727.92,28639,4965,,-0.1092089935
2021-09-05 00:00:00,Sun,,,,,6749,5939.12,29696,5133,,-0.1384667663
2021-09-06 00:00:00,Mon,,,,,7369,6484.72,32424,5824,,-0.04546015297
2021-09-07 00:00:00,Tue,,,,,6932,6100.16,30499,5788,,-0.08897907234
2021-09-08 00:00:00,Wed,,,,,7069,6220.72,31102,6883,,0.008119910441
2021-09-09 00:00:00,Thu,,,,,79905,70316.4,306835,41150,,-0.4372012201
2021-09-10 00:00:00,Fri,,,,,5643,4965.84,24830,11503,,0.8812012595
2021-09-11 00:00:00,Sat,,,,,6509,5727.92,28639,5293,,-0.2039621749
