,,Express Late OB,"Overall
Late OB        ",OB Time (hr),"B2C
Target
Gross","B2C
Order 
Proj.","B2C
Proj.
Net","排班
proj.","Actual 
Net Order","Actual
Order
Gap","Actual
Piece
Gap"
2019-01-22 00:00:00,,0.126168,0.006,4.2,,13000,,,9004,,
2019-01-23 00:00:00,,0.0583,0.008,3.5,,9000,,,6374,,
2019-01-24 00:00:00,,0.080944,0.007,2.7,,15000,,,10854,,
2019-01-25 00:00:00,,0.02863,0.01,3.1,,7000,,,5784,,
2019-01-26 00:00:00,,0.035,0.005,2,,7000,,,4529,,
2019-01-27 00:00:00,,0.025,0.004,1.8,,7000,,,5742,,
2019-01-28 00:00:00,,0.53,0.009,2.2,,8000,,,4836,,
2019-01-29 00:00:00,,0.015,0.012,4.3,,9000,,,4659,,
2019-01-30 00:00:00,,0.012,0.003,1.7,,9000,,,4547,,
2019-01-31 00:00:00,,0.002,0.03,2.1,,9000,,,4441,,
2019-02-01 00:00:00,,0.006,0.005,2.4,,6000,,,3749,,
2019-02-02 00:00:00,,0.017,0.009,2.1,,5622,,,3324,,
2019-02-03 00:00:00,,0,0.002,2,,5944,,,2928,,
2019-02-04 00:00:00,,0.361,0.002,1.8,,3850,,,2939,,
2019-02-05 00:00:00,,0.042,0.004,3.6,,4100,,,3229,,
2019-02-06 00:00:00,,0.013,0.001,1.8,,4827,,,2836,,
2019-02-07 00:00:00,,0.002,0.003,1.6,,3472,,,3332,,
2019-02-08 00:00:00,,0.017,0.001,1.8,,4241,,,3385,,
2019-02-09 00:00:00,,0.006,0.001,2,,3910,,,3801,,
2019-02-10 00:00:00,,0,0.001,2,,3583,,,4467,,
2019-02-11 00:00:00,,0.013,0.003,1.6,,12000,,,6428,,
2019-02-12 00:00:00,,0.004,0.001,1.9,,11000,,,6454,,
2019-02-13 00:00:00,,0.003,0.002,1.6,,4000,,,4508,,
2019-02-14 00:00:00,,0,0.004,1.6,,8000,,,5959,,
2019-02-15 00:00:00,,0,0.002,1.6,,7500,,,7880,,
2019-02-16 00:00:00,,0.001,0.002,2.1,,3500,,,4019,,
2019-02-17 00:00:00,,0.013,0.005,1.6,,3800,,,4037,,
2019-02-18 00:00:00,,0.005,0.001,1.8,,7500,,,7320,,
2019-02-19 00:00:00,,0.006,0.002,2,,7500,,,7716,,
2019-02-20 00:00:00,,0.007,0.084,2.1,,9000,,,9427,,
2019-02-21 00:00:00,,0.005,0.001,1.9,,4500,,,4486,,
2019-02-22 00:00:00,,0.022,0,2,,4500,,,4633,,
2019-02-23 00:00:00,,0,0,2,,3500,,,3468,,
2019-02-24 00:00:00,,0.006,0.003,2.1,,3800,,,4118,,
2019-02-25 00:00:00,,0.005,0.002,2.2,,4500,,,4692,,
2019-02-26 00:00:00,,0.007,0.002,1.9,,4500,,,4521,,
2019-02-27 00:00:00,,0.01,0.014,1.7,,4500,,,3942,,
2019-02-28 00:00:00,,0.002,0,2.5,,3500,,,4582,,
2019-03-01 00:00:00,,0.008,0.001,1.3,,4500,,,3561,,
2019-03-02 00:00:00,,0.008,0,1.4,,4000,,,3517,,
2019-03-03 00:00:00,,0,0,1.4,,4000,,,3537,,
2019-03-04 00:00:00,,0.027,0.002,2,,7500,,,6911,,
2019-03-05 00:00:00,,0.004,0.003,1.7,,6000,,,5440,,
2019-03-06 00:00:00,,0.006,0.003,1.5,,5500,,,4632,,
2019-03-07 00:00:00,,0.013,0.014,2.2,,5500,,,6516,,
2019-03-08 00:00:00,,0.001,0.098,3.8,,4500,,,6216,,
2019-03-09 00:00:00,,0.008,0.011,10.3,,4000,,,4304,,
2019-03-10 00:00:00,,0.024,0.004,2.5,,4000,,,4747,,
2019-03-11 00:00:00,,0.008,0.002,1.7,,6000,,,5189,,
2019-03-12 00:00:00,,0.014,0.001,2.3,,6000,,,4964,,
2019-03-13 00:00:00,,0.007,0.006,1.2,,5500,,,4147,,
2019-03-14 00:00:00,,0.005,0.002,1.7,,5500,,,4028,,
2019-03-15 00:00:00,,0.006,0.003,1.6,,6500,,,4499,,
2019-03-16 00:00:00,,0.018,0.001,1.7,,6500,,,4266,,
2019-03-17 00:00:00,,0,0,1.9,,6500,,,4933,,
2019-03-18 00:00:00,,0.021,0.001,2.2,,8000,,,8466,,
2019-03-19 00:00:00,,0.035,0.001,2.1,,7500,,,9877,,
2019-03-20 00:00:00,,0.005,0,1.6,,6000,,,5316,,
2019-03-21 00:00:00,,0.007,0.001,1.3,,6500,,,4709,,
2019-03-22 00:00:00,,0.01,0,1.7,,4500,,,4664,,
2019-03-23 00:00:00,,0,0.001,1.7,,4000,,,3349,,
2019-03-24 00:00:00,,0,0.001,1.4,,4000,,,3795,,
2019-03-25 00:00:00,,0.002,0.001,1.3,,7000,,,5418,,
2019-03-26 00:00:00,,0.004,0.002,1.9,,6000,,,4818,,
2019-03-27 00:00:00,,0.007,0.001,1.6,,5500,,,3833,,
2019-03-28 00:00:00,,0,0,1.3,,5500,,,3487,,
2019-03-29 00:00:00,,0.006,0.002,1.3,,4500,,,3810,,
2019-03-30 00:00:00,,0.006,0.001,1.2,,4000,,,3742,,
2019-03-31 00:00:00,,0,0,1.7,,4000,,,3889,,
2019-04-01 00:00:00,,0,0,1.5,,6000,,,5526,,
2019-04-02 00:00:00,,0.002,0,1.3,,5500,,,4185,,
2019-04-03 00:00:00,,0.095,0,1.6,,5000,,,3664,,
2019-04-04 00:00:00,,0,0,2,,4500,,,4041,,
2019-04-05 00:00:00,,0.018,0.001,1,,4500,,,3560,,
2019-04-06 00:00:00,,0.059,0,1.2,,4000,,,2485,,
2019-04-07 00:00:00,,0,0,1.3,,4000,,,3321,,
2019-04-08 00:00:00,,0.004,0,1.5,,6500,,,4169,,
2019-04-09 00:00:00,,0.006,0,2,,5500,,,4309,,
2019-04-10 00:00:00,,0.002,0,1.6,,5000,,,4054,,
2019-04-11 00:00:00,,0,0,1.7,,5000,,,3954,,
2019-04-12 00:00:00,,0.002,0,3,,5500,,,4831,,
2019-04-13 00:00:00,,0,0.001,1.7,,4500,,,3075,,
2019-04-14 00:00:00,,0.216,0,1.7,,4000,,,3620,,
2019-04-15 00:00:00,,0.026,0.001,2.9,,5281,,,4339,,
2019-04-16 00:00:00,,0.009,0,2.1,,8437,,,8619,,
2019-04-17 00:00:00,,0.003,0,3.5,,6433,,,5161,,
2019-04-18 00:00:00,,0.016,0,1.9,,9051,,,6437,,
2019-04-19 00:00:00,,0.019,0,2.1,,9235,,,6723,,
2019-04-20 00:00:00,,0,0,1.8,,3231,,,2925,,
2019-04-21 00:00:00,,0,0,1.2,,4088,,,3150,,
2019-04-22 00:00:00,,0,0,1.6,,5381,,,3667,,
2019-04-23 00:00:00,,0,0,1.8,,4812,,,3182,,
2019-04-24 00:00:00,,0.01,0,1.4,,4173,,,3361,,
2019-04-25 00:00:00,,0.006,0.002,1.4,,4103,,,2754,,
2019-04-26 00:00:00,,0.039,0,4.4,,4256,,,2493,,
2019-04-27 00:00:00,,0,0,1.3,,3479,,,2395,,
2019-04-28 00:00:00,,0,0,1.2,,3958,,,2785,,
2019-04-29 00:00:00,,0.005,0,1.5,,4461,,,3534,,
2019-04-30 00:00:00,,0,0,1.9,,8451,,,5626,,
2019-05-01 00:00:00,,0,0,1.4,,4508,,,3081,,
2019-05-02 00:00:00,,0.017,0,1.4,,4527,,,3594,,
2019-05-03 00:00:00,,0.004,0,1.8,,4327,,,3097,,
2019-05-04 00:00:00,,0,0,1.4,,3537,,,2378,,
2019-05-05 00:00:00,,0,0,1.8,,4636,,,2806,,
2019-05-06 00:00:00,,0.005,0,1.9,,6090,,,4271,,
2019-05-07 00:00:00,,0.134,0,2.7,,8001,,,7456,,
2019-05-08 00:00:00,,0.008,0,2.6,,5905,,,4842,,
2019-05-09 00:00:00,,0.007,0.001,2.6,,8037,,,6025,,
2019-05-10 00:00:00,,0.004,0,2.3,,4813,,,2796,,
2019-05-11 00:00:00,,0,0.003,1.7,,3249,,,1998,,
2019-05-12 00:00:00,,0,0,1.2,,3740,,,1938,,
2019-05-13 00:00:00,,0.001,0.001,1.9,,3543,,,2336,,
2019-05-14 00:00:00,,0.001,0,1.7,,3491,,,2215,,
2019-05-15 00:00:00,,0.014,0.001,1.8,,3350,,,2582,,
2019-05-16 00:00:00,,0,0,1.4,,3351,,,2269,,
2019-05-17 00:00:00,,0.052,0,3.1,,5987,,,7135,,
2019-05-18 00:00:00,,0,0,2.9,,2741,,,2527,,
2019-05-19 00:00:00,,0,0,2.2,,3248,,,2510,,
2019-05-20 00:00:00,,0.002,0,1.5,,4779,,,3035,,
2019-05-21 00:00:00,,0.005,0,1.6,,4723,,,3417,,
2019-05-22 00:00:00,,0.015,0,2.1,,6832,,,4182,,
2019-05-23 00:00:00,,0,0,1.4,,3631,,,2405,,
2019-05-24 00:00:00,,0,0,1.6,,3344,,,2361,,
2019-05-25 00:00:00,,0,0,1.4,,3145,,,2428,,
2019-05-26 00:00:00,,0,0,1.6,,3502,,,2217,,
2019-05-27 00:00:00,,0.005,0,1.9,,3770,,,4246,,
2019-05-28 00:00:00,,0,0,1.5,,3646,,,3359,,
2019-05-29 00:00:00,,0.016,0.001,1.7,,3713,,,2585,,
2019-05-30 00:00:00,,0.024,0.001,1.1,,3753,,,4568,,
2019-05-31 00:00:00,,0.005,0.005,1.4,,3380,,,2647,,
2019-06-01 00:00:00,,0,0.001,1.4,,3396,,,1856,,
2019-06-02 00:00:00,,0,0,1.6,,3717,,,2356,,
2019-06-03 00:00:00,,0,0,1.3,,4858,,,2514,,
2019-06-04 00:00:00,,0,0,1.4,,3760,,,2349,,
2019-06-05 00:00:00,,0.002,0,1.7,,4822,,,2932,,
2019-06-06 00:00:00,,0,0,1.2,,8584,,,4244,,
2019-06-07 00:00:00,,0,0,1.7,,4413,,,3432,,
AVG,,0.0002857142857,0.0001428571429,1.471428571,,4792.857143,,,2811.857143,,
2019-06-08 00:00:00,,0,0,1.65,,4098,,,2690,,
2019-06-09 00:00:00,,0.011494253,0,2,,4454,,,2940,,
2019-06-10 00:00:00,,0.0041841,0.00054615,1.65,,6285,,,4400,,
2019-06-11 00:00:00,,0,0,1.75,,5010,,,3571,,
2019-06-12 00:00:00,,0.003432494,0,1.766666667,,6634,,,4413,,
2019-06-13 00:00:00,,0.004158004,0.000293341,1.383333333,,5137,,,4260,,
2019-06-14 00:00:00,,0.001883239,0,1.933333333,,4414,,,3218,,
AVG,,0.003593155714,0.0001199272857,1.733333333,,5147.428571,,,3641.714286,,
2019-06-15 00:00:00,,0,0,1.2,,4186,,,2558,,
2019-06-16 00:00:00,,0,0,1.4,,4798,,,3138,,
2019-06-17 00:00:00,,0.011551155,0.000325098,1.6,,4831,,,3682,,
2019-06-18 00:00:00,,0.009874918,0.000277239,1.5,,15439,,,12443,,
2019-06-19 00:00:00,,0.001694915,0.000310752,1.4,,3656,,,3706,,
2019-06-20 00:00:00,,0.005076142,0.000400802,1.6,,4074,,,3081,,
2019-06-21 00:00:00,,0.014957265,0.000851064,1.8,,3556,,,2793,,
AVG,,0.006164913571,0.0003092792857,1.5,,5791.428571,,,4485.857143,,
W-1,,0.0035931557142857146,0.00011992728571428572,1.7333333332857142,,5147.428571428572,,,3641.714285714286,,
Change%,,0.002571757857,0,-0.1346153846,,0.1251110124,,,0.2317982112,,
2019-06-22 00:00:00,,0.004385965,0.000486381,1.2,,3182,,,2290,,
2019-06-23 00:00:00,,0,0,1.2,,3185,,,2669,,
2019-06-24 00:00:00,,0.001904762,0.000364431,1.3,,3750,,,3291,,
2019-06-25 00:00:00,,0,0,1.1,,3596,,,2965,,
2019-06-26 00:00:00,,0,0.000383877,1.5,,3262,,,2787,,
2019-06-27 00:00:00,,0.003095975,0,1.1,,3173,,,2132,,
2019-06-28 00:00:00,,0,0,1.2,,3407,,,2556,,
AVG,,0.001340957429,0.0001763841429,1.228571429,,3365,,,2670,,
W-1,,0.006164913571428571,0.0003092792857142857,1.5,,5791.428571428572,,,4485.857142857143,,
Change%,,-0.004823956143,0,-0.180952381,,-0.4189689196,,,-0.4047960256,,
2019-06-29 00:00:00,,0,0,1.3,,2977,,,2308,,
2019-06-30 00:00:00,,0,0,2.8,,3239,,,2642,,
2019-07-01 00:00:00,,0,0,1.7,5000,3405,3825,,2829,,
2019-07-02 00:00:00,,0.013568521,0.000307125,1.4,5300,5076,4055,,4008,,
2019-07-03 00:00:00,,0,0,1.2,4500,3672,3443,,2937,,
2019-07-04 00:00:00,,0.007633588,0,1.4,4500,3460,3443,,2912,,
2019-07-05 00:00:00,,0.002096436,0,1.1,3500,2952,2678,,2267,,
AVG,,0.003328363571,4.3875e-05,1.557142857,4560,3540.142857,3488.8,,2843.285714,,
W-1,,0.0013409574285714286,0.0001763841428571429,1.2285714285714284,,3365,,,2670,,
Change%,,0.001987406143,-0.0001325091429,0.2674418605,,0.05204839737,,,0.06490101659,,
2019-07-06 00:00:00,,0,0.012351327,1.1,3500,2707,2678,,2298,,
2019-07-07 00:00:00,,0,0.001758242,1.1,3800,3290,2907,,2418,,
2019-07-08 00:00:00,,0,0.000512295,1.2,5000,3513,3825,,2377,,
2019-07-09 00:00:00,,0.010430248,0.000350263,1.7,5300,4651,4055,,3632,,
2019-07-10 00:00:00,,0.002004008,0,1.3,4500,3368,3443,,2993,,
2019-07-11 00:00:00,,0,0,1.1,4500,3535,3443,,2991,,
2019-07-12 00:00:00,,0.01059322,0,1.3,3500,3140,2678,,2749,,
AVG,,0.003289639429,0.002138875286,1.257142857,4300,3457.714286,3289.857143,,2779.714286,,
W-1,,0.0013409574285714286,0.0001763841428571429,1.2285714285714284,,3365,,,2670,,
Change%,,0.001948682,0.001962491143,0.02325581395,,0.02755253662,,,0.04109149278,,
2019-07-13 00:00:00,,0,0,1.3,3500,2800,2678,,2180,,
2019-07-14 00:00:00,,0,0,1.4,3800,3247,2907,,2399,,
2019-07-15 00:00:00,,0.001811594,0.000387747,1.4,5000,4971,3825,,3126,,
2019-07-16 00:00:00,,0.001150748,0,1.5,5500,5560,4208,,4246,,
2019-07-17 00:00:00,,0.001402525,0,1.4,7500,8426,5738,,5005,,
2019-07-18 00:00:00,,0,0,1.5,7000,5163,5355,,4580,,
2019-07-19 00:00:00,,0.024539877,0,2.4,8500,7489,6503,,7811,,
AVG,,0.004129249143,5.539242857e-05,1.557142857,5828.571429,5379.428571,4459.142857,,4192.428571,,
W-1,,0.003289639429,0.002138875286,1.257142857,4300,3457.714286,3289.857143,,2779.714286,,
Change%,,0.0008396097143,-0.002083482857,0.2386363636,0.3554817276,0.5557759048,0.3554214252,,0.5082228389,,
2019-07-20 00:00:00,,0,0,1.5,3500,3563,2678,,2814,,
2019-07-21 00:00:00,,0,0,1.5,3800,3799,2907,,2803,,
2019-07-22 00:00:00,,0,0,1.2,5000,4617,3825,,3061,,
2019-07-23 00:00:00,,0.00856898,0,1.8,5300,5107,4055,,4423,,
2019-07-24 00:00:00,,0,0.001434034,1.9,4500,4519,3443,,2843,,
2019-07-25 00:00:00,,0,0,1.2,4500,3930,3443,,2720,,
2019-07-26 00:00:00,,0,0.000383436,1.5,3500,3711,2678,,3093,,
AVG,,0.00122414,0.0002596385714,1.517940199,4300,4178,3289.857143,,3108.142857,,
W-1,,0.004129249143,5.539242857e-05,1.557142857,5828.571429,5379.428571,4459.142857,,4192.428571,,
Change%,,-0.002905109143,0.0002042461429,-0.02517601878,-0.262254902,-0.2233375823,-0.2622220798,,-0.2586295022,,
2019-07-27 00:00:00,,0,0,1.5,3500,3476,2975,,2764,,
2019-07-28 00:00:00,,0,0,1.8,3800,3432,3230,,2696,,
2019-07-29 00:00:00,,0.014084507,0,1.6,7500,6082,6375,,4150,,
2019-07-30 00:00:00,,0.002617801,0,1.8,7000,6425,5950,,6277,,
2019-07-31 00:00:00,,0.005338078,0.002267574,2.1,4700,4117,3995,,3550,,
2019-08-01 00:00:00,,0.046898638,0.009878245,2.5,6800,6164,5239.4,,4992,,
2019-08-02 00:00:00,,0.040772532,0.00038432,2.1,4300,3450,2932.5,,3018,,
AVG,,0.01567307943,0.001790019857,1.950054897,5371.428571,4735.142857,4385.271429,,3921,,
W-1,,0.00122414,0.0002596385714,1.517940199,4300,4178,3289.857143,,3108.142857,,
Change%,,0.01444893943,0.001530381286,0.284671753,0.2491694352,0.1333515694,0.3329671284,,0.2615250264,,
2019-08-03 00:00:00,Sat,0.005847953,0.000365364,2.6,3700,3429,2914.65,,2906,,
2019-08-04 00:00:00,Sun,0.006329114,0.000363769,2.2,4000,3516,2988.6,,2915,,
2019-08-05 00:00:00,Mon,0.008,0.000363769,2.2,5300,4889,4155.65,,4339,,
2019-08-06 00:00:00,Tue,0,0.000363769,1.8,5600,5155,4381.75,,4694,,
2019-08-07 00:00:00,Wed,0.133928571,0,2.9,5000,3653,3105.05,,3296,,
2019-08-08 00:00:00,Thu,0.171428571,0.135196375,7,5500,5796,4926.6,,4592,,
2019-08-09 00:00:00,Fri,1,0.005685048,15.7,,4209,3577.65,,3276,,
AVG,,0.1893620299,0.02033401343,3.260859988,4850,4378.142857,3721.421429,,3716.857143,,
W-1,,0.01567307943,0.001790019857,1.950054897,5371.428571,4735.142857,4385.271429,,3921,,
Change%,,0.1736889504,0.01854399357,0.6721888153,-0.09707446809,-0.07539371267,-0.1513817356,,-0.05206397785,,
2019-08-10 00:00:00,Sat,0.306569343,0,3.1,,3982,3384.7,,2726,,
2019-08-11 00:00:00,Sun,0.006329114,0.001,2.3,,3866,3286.1,,2782,,
2019-08-12 00:00:00,Mon,0.037581699,0,2.6,,4507,3830.95,,4142,,
2019-08-13 00:00:00,Tue,0.083236994,0,2,,6335,5384.75,,8384,,
2019-08-14 00:00:00,Wed,0.004,0,2.2,,5042,4285.7,,4381,,
2019-08-15 00:00:00,Thu,0,0.001,2.2,,5122,4353.7,,3640,,
2019-08-16 00:00:00,Fri,0,0,2.5,,9123,7754.55,,6716,,
AVG,,0.06253102143,0.0002857142857,2.436585042,#DIV/0!,5425.285714,4611.492857,,4681.571429,,
W-1,,0.1893620299,0.02033401343,3.260859988,4850,4378.142857,3721.421429,,3716.857143,,
Change%,,-0.1268310084,-0.02004829914,-0.2527783923,#DIV/0!,0.2391751232,0.2391751232,,0.25955108,,
2019-08-17 00:00:00,Sat,0,0,2.2,,3650,3102.5,,2884,,
2019-08-18 00:00:00,Sun,0,0,1.9,,3751,3188.35,,3000,,
2019-08-19 00:00:00,Mon,0,0,2.2,,3758,3194.3,,2997,,
2019-08-20 00:00:00,Tue,0.00257732,0,1.7,,5007,4255.95,,3639,,
2019-08-21 00:00:00,Wed,0.006,0,2.1,,6322,5373.7,,4543,,
2019-08-22 00:00:00,Thu,0.002,0,2.3,,4583,3895.55,,3299,,
2019-08-23 00:00:00,Fri,0,0,1.8,,3828,3253.8,,2939,,
AVG,,0.001511045714,0,2.027459327,#DIV/0!,4414.142857,3752.021429,,3328.714286,,
W-1,,0.06253102143,0.0002857142857,2.436585042,#DIV/0!,5425.285714,4611.492857,,4681.571429,,
Change%,,-0.06101997571,-0.0002857142857,-0.1679094749,#DIV/0!,-0.1863759644,-0.1863759644,,-0.2889750084,,
2019-08-24 00:00:00,Sat,0,0,1.8,,3416,2903.6,,3207,,
2019-08-25 00:00:00,Sun,0,0,2,,3818,3245.3,,3210,,
2019-08-26 00:00:00,Mon,0.002,0,1.9,,6648,5650.8,,4210,,
2019-08-27 00:00:00,Tue,0.007,0,2.5,,4734,4023.9,,7022,,
2019-08-28 00:00:00,Wed,0.008,0,2.2,,3962,3367.7,,3888,,
2019-08-29 00:00:00,Thu,0.004,0,2.8,,4169,3543.65,,4052,,
2019-08-30 00:00:00,Fri,0.004,0,2.1,,4256,3617.6,,3320,,
AVG,,0.003571428571,0,2.234650582,#DIV/0!,4429,3764.65,,4129.857143,,
W-1,,0.001511045714,0,2.027459327,#DIV/0!,4414.142857,3752.021429,,3328.714286,,
Change%,,0.002060382857,0,0.1021925581,#DIV/0!,0.003365804719,0.003365804719,,0.2406763658,,
2019-08-31 00:00:00,Sat,0,0,1.8,#REF!,3579,3042.15,,2814,,
2019-09-01 00:00:00,Sun,0,0,2,#REF!,3773,3207.05,,3420,,
2019-09-02 00:00:00,Mon,0,0,2.4,#REF!,8040,6834,,4434,,
2019-09-03 00:00:00,Tue,0.007,0,2.2,#REF!,5808,4936.8,,5579,,
2019-09-04 00:00:00,Wed,0.007575758,0,2.7,#REF!,7316,6218.6,,7502,,
2019-09-05 00:00:00,Thu,0.002083333,0,2.3,#REF!,5643,4796.55,,4186,,
2019-09-06 00:00:00,Fri,0.022082019,0.001013171,2.6,#REF!,5366,4561.1,,3394,,
AVG,,0.005534444286,0.0001447387143,2.347773394,#REF!,5646.428571,4799.464286,,4475.571429,,
W-1,,0.003571428571,0,2.234650582,#DIV/0!,4429,3764.65,,4129.857143,,
Change%,,0.001963015714,0.0001447387143,0.05062214777,#REF!,0.2748766248,0.2748766248,,0.08371095507,,
2019-09-07 00:00:00,Sat,0,0,2,#REF!,4505,3829.25,,3387,,
2019-09-08 00:00:00,Sun,0,0.001142204,1.8,#REF!,4891,4157.35,,3757,,
2019-09-09 00:00:00,Mon,0.003888025,0.000568236,2.7,#REF!,17860,15181,,12485,,
2019-09-10 00:00:00,Tue,0.007836991,0,2.7,#REF!,5115,4347.75,,4368,,
2019-09-11 00:00:00,Wed,0.009398496,0,2.5,#REF!,4473,3802.05,,3410,,
2019-09-12 00:00:00,Thu,0.006651885,0,2.7,#REF!,4844,4117.4,,2752,,
2019-09-13 00:00:00,Fri,0,0,1.4,#REF!,4255,3616.75,,2216,,
AVG,,0.003967913857,0.0002443485714,2.406984338,#REF!,6563.285714,5578.792857,,4625,,
W-1,,0.005534444286,0.0001447387143,2.347773394,#REF!,5646.428571,4799.464286,,4475.571429,,
Change%,,-0.001566530429,9.960985714e-05,0.02522004208,#REF!,0.1623782416,0.1623782416,,0.03338759616,,
2019-09-14 00:00:00,Sat,0,0,1.3,#REF!,3886,3303.1,,2025,,
2019-09-15 00:00:00,Sun,0.008403361,0,1.7,#REF!,4022,3418.7,,2585,,
2019-09-16 00:00:00,Mon,0.001818182,0,1.6,#REF!,5922,5033.7,,3940,,
2019-09-17 00:00:00,Tue,0.069204152,0,1.7,#REF!,6108,5191.8,,5541,,
2019-09-18 00:00:00,Wed,0.003442341,0,2.2,#REF!,5007,4255.95,,4331,,
2019-09-19 00:00:00,Thu,0,0,1.6,#REF!,8401,7140.85,,5532,,
2019-09-20 00:00:00,Fri,0.013235294,0,1.6,#REF!,4548,3865.8,,3484,,
AVG,,0.01372904714,0,1.701705718,#REF!,5413.428571,4601.414286,,3919.714286,,
W-1,,0.003967913857,0.0002443485714,2.406984338,#REF!,6563.285714,5578.792857,,4625,,
Change%,,0.009761133286,-0.0002443485714,-0.2930133814,#REF!,-0.1751953508,-0.1751953508,,-0.1524942085,,
2019-09-21 00:00:00,Sat,0,0,1.5,#REF!,3656,3107.6,,2716,,
2019-09-22 00:00:00,Sun,0.018867925,0,1.7,#REF!,3888,3304.8,,2640,,
2019-09-23 00:00:00,Mon,0,0,1.5,#REF!,4837,4111.45,,2790,,
2019-09-24 00:00:00,Tue,0,0,1.4,#REF!,4817,4094.45,,2973,,
2019-09-25 00:00:00,Wed,0.011695906,0.00043122,1.8,#REF!,4657,3958.45,,2829,,
2019-09-26 00:00:00,Thu,0,0.0003861,1.6,#REF!,5747,4884.95,,3060,,
2019-09-27 00:00:00,Fri,0.004504505,0.000932836,1.4,#REF!,4428,3763.8,,2574,,
AVG,,0.005009762286,0.0002500222857,1.552692093,#REF!,4575.714286,3889.357143,,2797.428571,,
W-1,,0.01372904714,0,1.701705718,#REF!,5413.428571,4601.414286,,3919.714286,,
Change%,,-0.008719284857,0.0002500222857,-0.08756721172,#REF!,-0.1547474534,-0.1547474534,,-0.2863182448,,
2019-09-28 00:00:00,Sat,0.005847953,0.001349528,1.8,#REF!,3905.158195784071,3319.384466,,2397,,
2019-09-29 00:00:00,Sun,0.007407407,0.129715981,3.9,#REF!,4173.667927089129,3547.617738,,2488,,
2019-09-30 00:00:00,Mon,1,0.005467197,14,#REF!,7561.319989859561,6427.121991,,4506,,
2019-10-01 00:00:00,Tue,0.291666667,0.001391208,4.3,#REF!,7342.859049206323,6241.430192,,4194,,
2019-10-02 00:00:00,Wed,0.008849558,0.000281215,2.1,#REF!,7844.705860369029,6667.999981,,4175,,
2019-10-03 00:00:00,Thu,0.007284079,0.008071025,1.7,#REF!,8805.389579164104,7484.581142,,6308,,
2019-10-04 00:00:00,Fri,0.002628121,0.000787608,2.1,#REF!,8579.041296351299,7292.185102,,4560,,
AVG,,0.1890976836,0.02100910886,2.804813615,#REF!,6887.448843,5854.331516,,4089.714286,,
W-1,,0.005009762286,0.0002500222857,1.552692093,#REF!,4575.714286,3889.357143,,2797.428571,,
Change%,,0.1840879213,0.02075908657,0.8064197189,#REF!,0.5052182922,0.5052182922,,0.4619548565,,
2019-10-05 00:00:00,Sat,0,0,1.8,#REF!,4018.933933268962,3416.093843,,2925,,
2019-10-06 00:00:00,Sun,0.006134969,0.000332226,1.7,#REF!,4134.61828972161,3514.425546,,3205,,
2019-10-07 00:00:00,Mon,0.00281294,0.000262674,1.9,#REF!,7925.274428442176,6736.483264,,3938,,
2019-10-08 00:00:00,Tue,0.015817223,0,2.8,#REF!,5663.95553687066,4814.362206,,3773,,
2019-10-09 00:00:00,Wed,0.018489985,0,2,#REF!,9655.68180813137,8207.329537,,8143,,
2019-10-10 00:00:00,Thu,0.010869565,0,2.2,#REF!,5934.0332656812025,5043.928276,,4477,,
2019-10-11 00:00:00,Fri,0.002386635,0,1.6,#REF!,4449.481399058296,3782.059189,,3213,,
AVG,,0.008073045286,8.498571429e-05,2.02934839,#REF!,5968.854094,5073.52598,,4239.142857,,
W-1,,0.1890976836,0.02100910886,2.804813615,#REF!,6887.448843,5854.331516,,4089.714286,,
Change%,,-0.1810246383,-0.02092412314,-0.2764765617,#REF!,-0.1333722789,-0.1333722789,,0.03653765544,,
2019-10-12 00:00:00,Sat,0,0,1.6,#REF!,4271.976861240108,3631.180332,,2597,,
2019-10-13 00:00:00,Sun,0,0,1.9,#REF!,4436.009497348895,3770.608073,,2769,,
2019-10-14 00:00:00,Mon,0.006501951,0,1.4,#REF!,7074.174290726187,6013.048147,,3291,,
2019-10-15 00:00:00,Tue,0.012681159,0,1.6,#REF!,6329.439174624597,5380.023298,,4650,,
2019-10-16 00:00:00,Wed,0.010920437,0,1.9,#REF!,6330.421311753367,5380.858115,,5460,,
2019-10-17 00:00:00,Thu,0,0,2.4,#REF!,4728.835135339324,4019.509865,,3118,,
2019-10-18 00:00:00,Fri,0,0,1.4,#REF!,5202.220080375577,4421.887068,,3338,,
AVG,,0.004300506714,0,1.744520869,#REF!,5481.86805,4659.587843,,3603.285714,,
W-1,,0.008073045286,8.498571429e-05,2.02934839,#REF!,5968.854094,5073.52598,,4239.142857,,
Change%,,-0.003772538571,-8.498571429e-05,-0.1403541761,#REF!,-0.08158786202,-0.08158786202,,-0.14999663,,
2019-10-19 00:00:00,Sat,0,0.002063558,1.3,#REF!,3887.097650057772,3304.033003,,2564,,
2019-10-20 00:00:00,Sun,0.00621118,0,2.6,#REF!,3903.7885155879494,3318.220238,,2644,,
2019-10-21 00:00:00,Mon,0.018087855,0.002042901,1.4,#REF!,5904.132790676433,5018.512872,,3340,,
2019-10-22 00:00:00,Tue,0.010141988,0.003237743,1.1,#REF!,4696.089046707165,3991.67569,,2649,,
2019-10-23 00:00:00,Wed,0.002040816,0,1.4,#REF!,4610.504431322547,3918.928767,,3009,,
2019-10-24 00:00:00,Thu,0.008517888,0.000267023,1.4,#REF!,6012.732337892347,5110.822487,,4372,,
